distr_name,original_name
"!СТЕКЛО! Соус Чили с лаймом (Для Морепродуктов) 210г(180мл)*12шт, HOT Азия Чим-Чим","Соус Чили с лаймом, 210 г"
"!СТЕКЛО! Соус Чили с чесноком (Универсальный) 210г(180мл)*12шт, HOT Азия Чим-Чим","Соус Чили с чесноком, 210 г"
"Корейская заправка для СПАРЖИ 60г*20шт, Чим-Чим   НОВОЕ ВЛОЖЕНИЕ!!!",Корейская заправка для спаржи 60 г (20 шт в ТШБ)
" !СТЕКЛО! Соус Терияки 200г(180мл)*12шт, Чим-Чим Professional   НОВОЕ ВЛОЖЕНИЕ!!!","Соус Терияки, 180 мл"
"Маринад сливочно-чесночный, Костровок, 300 г 1*12","Маринад Сливочно-чесночный, 300 г"
"Чипсы Нори ""Васаби"" ""Чим Чим"",4,5г1*72","Чипсы Нори ""Васаби"", 4,5 гр. (72 шт)"
"Чипсы нори ""Оригинальные"", ""Чим-Чим"", 4,5 г 1*72","Чипсы Нори ""Оригинальные"", 4,5 гр. (72 шт)"
"Чипсы Нори ""Кунжут"" ""Чим Чим"",4,5г 1*72","Чипсы Нори ""Кунжут"", 4,5 гр. (72 шт)"
Маринад для рыбы гриль 80 гр 1/18 Жарим на решетке,"Маринад для Рыбы по-средиземноморски Жарим на решётке Костровок, 80 г (18 шт)"
Соус Терияки 210г 1/12 AsiaFest,"Соус Терияки, 210 г_ASIAFEST® "
Соус Чили-манго 200г 1/12 AsiaFest,"Соус Чили-манго, 200 г_ASIAFEST® "
Соус Острый чили 190г 1/12 AsiaFest,"Соус Острый чили, 190 г_ASIAFEST® "
Соус Сладкий чили 210г 1/12 AsiaFest,"Соус Сладкий чили, 210 г_ASIAFEST® "
    Заправка салатная  САЛАТ БАР Бальзамик 80г п/п (1х20) (#35) Россия () (шк 0867) р,"Салатная заправка Бальзамик, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
    Заправка салатная  САЛАТ БАР Цезарь 80г п/п (1х20) (#35) Россия () (шк 3042) р,"Салатная заправка Цезарь, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
" Чипсы нори АКЦИЯ ""Asia Fest"" КУНЖУТ 4,5г п/п (1х36)  (#12),Россия () (шк 1069) VV","Чипсы Нори ""Кунжут"", 4,5 г_ASIAFEST®"
Заправка корейская для капусты 60г (блх12)(1х4) (#12) Россия () (шк 1130) ,"Корейская заправка для капусты, 60 гр"
Заправка корейская для огурцов 60г (1х20) (#49) Россия () (шк ) VV,Корейская заправка для огурцов 60 г (20 шт в ТШБ)
Заправка корейская для хе из рыбы 60г (блх12)(1х4) (#12) Россия () (шк 1154),"Корейская заправка для хе из рыбы, 60 гр"
"Основа для супа  АКЦИЯ ""Чим-Чим"" Фо Бо  80г саше/пакет (1х18) (1#24) Россия ()(шк 3561) р","Основа для приготовления супа Фо, Чим-Чим, 80 г"
"Соус ""Чим-Чим"" для пельменей 370г (290мл) ст/бут.(1*6) (#26), Россия () (шк 0461) р VV","Соус для пельменей, 370 г"
" Маринад  ""Жарим на решетке"" для овощей и грибов гриль 80г (1х10)(1х4)(#12) Россия()(шк2649) р","Маринад для Овощей и шампиньонов, 80 г"
Заправка корейская для капусты 60г (1х20) (#49) Россия () (шк) VV,Корейская заправка для капусты 60 г (20 шт в ТШБ)
Заправка корейская для хе из рыбы 60г (1х20) (#49) Россия ()  VV,Корейская заправка для хе из рыбы 60 г (20 шт в ТШБ)
"Соус ""Чим-Чим""   для Ребрышек по-кор в соусе Кальби150гд/пак(1бл.х8)(бл.х4)(#10)Россия ()(шк0393) VV","Соус для приготовления Рёбрышек по-корейски в соусе Кальби, 150 г"
"Соус ""Чим-Чим"" для Пад Тай (рисовая лапша) 90гр (бл.х10)(1х4) (#10) Россия () (шк 6876) VV","Соус для приготовления Пад Тай, 90 гр."
"Маринад ""Костровок"" 80гр. для овощей и грибов гриль (18)","Маринад для Овощей и шампиньонов Жарим на решётке Костровок, 80 г (18 шт)"
AsiaFest Корейская заправка для капусты 40 гр 1/20,"Корейская заправка для капусты, 40 г_ASIAFEST® "
AsiaFest Корейская заправка для моркови 40 гр 1/20,"Корейская заправка для моркови, 40 г_ASIAFEST® "
AsiaFest Корейская заправка для фунчозы 40 гр 1/20,"Корейская заправка для фунчозы, 40 г_ASIAFEST® "
"Маринад 30-минутный для рыбы гриль, Костровок 80гр 18 (шт.уп)","Маринад для Рыбы по-средиземноморски Жарим на решётке Костровок, 80 г (18 шт)"
"Салатная заправка ""Бальзамик"" 80 г 1/20","Салатная заправка Бальзамик, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
Чим-чим Кор.заправка д/моркови ОСТР. 60г/48шт,"Корейская заправка для острой моркови, 60 гр"
"Костровок ""Жарим на решетке"" ОВОЩИ/ГРИБЫ 80г/18/шт","Маринад для Овощей и шампиньонов Жарим на решётке Костровок, 80 г (18 шт)"
"Корейская заправка для корейской моркови (пакет) 60г./12*4, ","Корейская заправка для моркови, 60 гр"
"ЧИМ ЧИМ Основа для приготовления азиатского супа Рамен 75г./18, ","Основа для приготовления супа Рамен, Чим-Чим, 75 г"
"ЧИМ ЧИМ Основа для приготовления азиатского супа Том Ям 75г./18, ","Основа для приготовления супа Том Ям, Чим-Чим, 75 г"
"ЧИМ ЧИМ Основа для приготовления азиатского супа Фо Бо 80г./18, ","Основа для приготовления супа Фо, Чим-Чим, 80 г"
"Рисовый уксус ТМ Чим-Чим  180мл./12, ","Рисовый уксус, 180 мл"
"Набор концентратов для напиков ""Ягодный микс"" 200 г./8, ","Набор концентратов для напитков Ягодный микс Vita bar, 6 ШТ, 200 г"
"Набор основ для согревающего напитка ""Имбирь, апельсин и корица"" 200 г./8, ","Набор концентратов напитка Имбирь, апельсин и корица Vita bar, 6 ШТ, 200 г"
"Набор основ для согревающего напитка ""Лимон, имбирь, мёд"" 200 г./8, ","Набор концентратов напитка Лимон, имбирь и мёд Vita bar, 6 ШТ, 200 г"
"Соус соево-чесночный ""Чим-Чим"", 320г",Соус WOK Соево-Чесночный 320 гр.
"Соус Тонкацу Сливовый ""Чим-Чим"", 200г","Соус Тонкацу, 200 г"
"Корейская заправка Для Хе из курицы""Чим-Чим""60гр. 1/12/48 ","Корейская заправка для хе из курицы, 60 гр"
"Корейская заправка Для хе из рыбы ""Чим-Чим""60 гр. 1/12/48 ","Корейская заправка для хе из рыбы, 60 гр"
"Основа для приготовления Глинтвейна на красном вине ""Костровок"", 100 гр 1/10","Основа для приготовления Глинтвейна на красном вине, Костровок, 100 г"
"Смесь панировочная для куриных наггетсов, Гурмикс, 240г 1/32 (смена кванта)","Панировочная смесь для Наггетсов, 240 г"
"Смесь панировочная для приготовления крылышек острых, Гурмикс, 240 г 1/8/32 (смена кванта)","Панировочная смесь для Крылышек острых, 240 г"
"Смесь панировочная для приготовления хрустящей курочки, Гурмикс, 240 г 1/8/32 (смена кванта)","Панировочная смесь для Хрустящей курочки, 240 г"
Соус ЧимЧим Рис по-тайски 90г (640523),"Соус для Жареного риса по-тайски, 90 г"
Осн д/лимГурмиксЛим/ог/буз150г (660238),"Основа для приготовления Лимонада Лимон, огурец и бузина, 150 г"
51474 | Заправка корейская Чим-Чим 60гр для моркови/4*12,"Корейская заправка для моркови, 60 гр"
51476 | Заправка корейская Чим-Чим 60гр для фунчозы/4*12,"Корейская заправка для фунчозы, 60 гр"
81402 | Заправка салатная Гурмикс 80г Бальзамик/20,"Салатная заправка Бальзамик, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
81399 | Заправка салатная Гурмикс 80г Кунжутная/20,"Салатная заправка Кунжутная, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
95591 | Соус Чим-Чим 200гр терияки/12,"Соус Терияки, 180 мл"
94665 | Соус Чим-Чим 206гр(180мл)  устричный/12,"Соус Устричный, 180 мл"
"Маринад 30-минутный для рыбы гриль ""Костровок"" 80г/18 (кратно 6), шт","Маринад для Рыбы по-средиземноморски, 80 г"
"Основа для приг. лимонада Мандарин-Юдзу-Каламанси ""ГУРМИКС"" 150г/8  (кратно 2), шт","Основа для приготовления Лимонада Мандарин, юдзу и каламанси, 150 г"
"Основа для приг. лимонада Манго-Маракуйя ""ГУРМИКС"" 150г/8  (кратно 2), шт","Основа для приготовления Лимонада Манго и маракуйя, 150 г"
"Чипсы нори ""Asia Fest"" Васаби 4,5 г/36, шт","Чипсы Нори ""Васаби"", 4,5 г_ASIAFEST®"
"Чим-Чим для моркови острая 60г/20 шт , шт",Корейская заправка для моркови острая 60 г (20 шт в ТШБ)
"Соус DIP  twist ""ЧИЛИ"" (с чесноком), 210гр.(180мл)*12 шт, шт","Соус Чили с чесноком, 210 г"
"Соус DIP  twist Сладкий чили ""Чим-Чим"", 220гр.(180мл)*12 шт, шт","Соус Сладкий чили, 220 г"
"Соус DIP  twist Сливочно-кунжутный ""Чим-Чим"", 180гр.(180мл)*12 шт, шт","Соус Сливочно-кунжутный, 180 г"
"Соус DIP  twist Чили с Лаймом ""Чим-Чим"", 210гр.(180мл)*12 шт, шт","Соус Чили с лаймом, 210 г"
"Соус DIP  twist Чили-Манго ""Чим-Чим"", 210гр.(180мл)*12 шт, шт","Соус Чили-манго, 210 г"
"Соус DIP  twist Шрирача Жгучий ""Чим-Чим"", 205 гр.(180мл)*12 шт, шт","Соус Шрирача, 205 г"
"Суши- нори листы(10 листов) 24 гр* 10 шт, шт","Суши Нори 10 листов, 24 г (НДС 20%)"
"Чим-Чим для капусты ASIA FEST 40г/20 шт , шт","Корейская заправка для капусты, 40 г_ASIAFEST® "
"Чим-Чим для моркови ASIA FEST 40г/20 шт , шт","Корейская заправка для моркови, 40 г_ASIAFEST® "
"Чим-Чим для фунчозы ASIA FEST 40г/20 шт , шт","Корейская заправка для фунчозы, 40 г_ASIAFEST® "
"Чипсы Нори Васаби ASIA FEST 4,5 гр*36 шт, шт","Чипсы Нори ""Васаби"", 4,5 г_ASIAFEST®"
"Соус «Устричный» 206гр (180 мл.)*12 шт, шт","Соус Устричный, 180 мл"
"Чим-Чим для хе из курицы 60г/20 шт , шт",Корейская заправка для хе из курицы 60 г (20 шт в ТШБ)
"Основа для приготовления согревающего напитка ""Малина, мята"" Гурмикс 25 мл/4*21","Основа для согревающего напитка Малина и перечная мята, 32 г"
"Жидкий дым 0,33л.*12 бут.   ","Жидкий дым Классический 0,33 л."
"РИС ДЛЯ СУШИ""Чим-Чим"" 500гр.*12шт.","Рис для суши, 500 г"
"Уксус рисовый ""Чим-Чим"" 180мл*12шт.","Рисовый уксус, 180 мл"
"Соус для Курицы Терияки Asia Fest, 90 г","Соус для приготовления курицы ""Терияки"", 90 г_ASIAFEST® "
"Соус Сливочно-грибной, Гурмикс Pasta bar 2 Ш/Б по 8 пакетов, 120 г",Соус сливочно-грибной (паста с курицей)
"Соус Сливочно-сырный, Гурмикс Pasta bar 2 Ш/Б по 8 пакетов, 120 г",Соус сливочно-сырный (макароны с беконом)
"Основа д/азиатского супа ""РАМЕН"" Чим-Чим 75г*18шт, шт.","Основа для приготовления супа Рамен, Чим-Чим, 75 г"
"Соус-основа  д/спагетти с креветк.сливоч-чесночн.Гурмикс120г*40шт, шт.",Соус сливочно-чесночный (спагетти с креветками)
"СПАРЖА соевая Фучжу ""Asia Fest"" 0,25 кг*6шт, шт.","Спаржа соевая, 250 г_ASIAFEST®"
"Корейская заправка для рыбы ""Чим-Чим"" 60 г.1/48, шт","Корейская заправка для хе из рыбы, 60 гр"
"Сушеная пищевая рыбная продукция из пресс обжар морских вод рода Порфира Суши нори ЧИМ ЧИМ 12 г.1/40, шт","Суши Нори 5 листов, 12 г (НДС 20%)"
"Vita BAR ""Смородина, чабрец, мята"" 25 мл*21","Основа для согревающего напитка Смородина, чабрец и мята, 32 г"
"Чим Чим Лапша яичная ""Рамен"", 250 г","Лапша яичная Рамен, 250 гр."
"Чим Чим Рис ""для суши"" круглозерный шлиф.500 г","Рис для суши, 500 г"
"Чим Чим Соус Овощи по-тайски, 150 г","Соус для приготовления овощей по-тайски, 150 гр., 32 шт"
"Чим Чим Фунчоза бобовая, 200 г*18","Вермишель ФУНЧОЗА бобовая, 200 гр."
Чим Чим масло Кунжутное нераф. 105 мл,"Масло Кунжутное, 105 мл."
"Костровок Соус ""Шашлычный томат/травы"", 265 г (250 мл)","Соус для мяса Шашлычный с томатом и травами, 265 г"
"Костровок Основа для Глинтвейна на белом вине, 100 гр.","Основа для приготовления Глинтвейна на белом вине, Костровок, 100 г"
"Чим Чим Вермишель Фунчоза БАТАТНАЯ, 200 г","Фунчоза бататная, 200 гр."
"Чим Чим Кор. запр. для Хе из рыбы, 60 г*12","Корейская заправка для хе из рыбы, 60 гр"
"Чим Чим Соус Чили с чесноком, 210мл","Соус Чили с чесноком, 210 г"
"Чим Чим Соус ЯКИ СОБА, 90 г","Соус для приготовления Яки Соба, 90 гр"
"Чим Чим Соус ЯКИ УДОН, 90 г","Соус для приготовления Яки Удон, 90 гр"
"Чим Чим Фунчоза бобовая, 100 г","Вермишель ФУНЧОЗА бобовая, 100 гр."
Гурмикс Салатная заправка Греческая 80г,"Салатная заправка Греческая, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
"Костровок  ""Жидкий дым"", 0,33 л","Жидкий дым Классический 0,33 л."
Костровок Соус Сливочно-чесночный 240 г(250мл),"Соус для мяса Сливочно-чесночный, twist, Костровок, 240 г"
"Чим Чим Соус Устричный, 206г","Соус Устричный, 180 мл"
"Чим Чим Листья Нори ""10 листов"" (24г*20), шт","Суши Нори 10 листов, 24 г (НДС 20%)"
рисовый уксус чим чим 180 мл,"Рисовый уксус, 180 мл"
Соус Терияки 200 гр,"Соус Терияки, 180 мл"
Соус Устричный Чим Чим 206гр,"Соус Устричный, 180 мл"
"Соус терияки ""Чим-Чим"" 200 мл/12","Соус Терияки, 180 мл"
Уксус рисовый Чим-Чим 180 мл/12,"Рисовый уксус, 180 мл"
"Соус Сливочно-чесночный, Гурмикс Pasta bar 2 Ш/Б по 8 пакетов, 120 г",Соус сливочно-чесночный (спагетти с креветками) (16 шт)
"Панировочная смесь для Крылышек острых, Гурмикс, 240 г, 2 ШОУ-БОКСА","Панировочная смесь для Крылышек острых, 240 г (16 шт)"
"Бальзамик Салатная заправка 80г    1/4/10, шт","Салатная заправка Бальзамик, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
"Кунжутная Салатная заправка 80г    1/4/10, шт","Салатная заправка Кунжутная, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
"РИСОВЫЙ Уксус   ЧИМ ЧИМ 180мл 1/12, шт","Рисовый уксус, 180 мл"
"Французская Салатная заправка 80г    1/4/10, шт","Салатная заправка Французская, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
"Смесь панировочная д/Хрустящей КУРОЧКИ 240г 1/4/8, шт","Панировочная смесь для Хрустящей курочки, 240 г"
"Смесь панировочная д/ КРЫЛЫШЕК Острых 240г 1/4/8, шт","Панировочная смесь для Крылышек острых, 240 г"
"Смесь панировочная д/ КУРИНЫХ  Нагетсов 240г 1/4/8, шт","Панировочная смесь для Наггетсов, 240 г"
"Соус д/приг.""AsiaFest"" Кур.Кис-Слад 90 гр д/пак*18","Соус для приготовления курицы ""Кисло-сладкий"", 90 г_ASIAFEST® "
 Соус для приготовления курицы ТЕРИЯКИ Азия Фест 90гр.,"Соус для приготовления курицы ""Терияки"", 90 г_ASIAFEST® "
"Заправка корейская ТМ ""Чим-Чим"" для кальмаров, 60 гр, 12 шт/уп, 4 уп/кор, Россия, шт","Корейская заправка для кальмаров, 60 гр"
"Заправка корейская ТМ ""Чим-Чим"" для капусты, 60 гр, 12 шт/уп, 4 уп/кор, Россия, шт","Корейская заправка для капусты, 60 гр"
"Заправка корейская ТМ ""Чим-Чим"" для моркови острая, 60 гр, 20 шт/кор, Россия, шт","Корейская заправка для острой моркови, 60 гр"
"Заправка корейская ТМ ""Чим-Чим"" для спаржи, 60 гр, 12 шт/уп, 4 уп/кор, Россия, шт","Корейская заправка для спаржи, 60 гр"
"Заправка корейская ТМ ""Чим-Чим"" для Хе из курицы, 60 гр, 12 шт/уп, 4 уп/кор, Россия, шт","Корейская заправка для хе из курицы, 60 гр"
"Заправка корейская ТМ ""Чим-Чим"" для Хе из рыбы, 60 гр, 12 шт/уп, 4 уп/кор, Россия, шт","Корейская заправка для хе из рыбы, 60 гр"
"Маринад для приготовления крылышек медово-горчичных ""Костровок"", 80 гр, 40 шт/кор, Россия, шт","Маринад для крылышек медово-горчичных, 80 гр"
"Маринад Кавказский ""Костровок"", 80 гр, 40 шт/кор, Виртекс, Россия, шт","Маринад Кавказский, 80 гр"
"Заправка салатная Тайская ТМ ""Гурмикс"", 80гр, 20 шт/кор, Россия, шт","Салатная заправка Тайская, Гурмикс САЛАТ БАР, 80 г (20 шт в транспортном Шоу-боксе)"
"Соус для приготовления Яки Соба ""Чим-Чим"", 90 гр, 10 шт/уп, 40 шт/уп, Виртекс, Россия, шт","Соус для приготовления Яки Соба, 90 гр"
"Соус Якитори для курицы ""Чим-Чим"", 90 гр, 40шт/кор, Россия, шт","Соус для Курицы ""Якитори"", 90 г"
"Чипсы из водорослей ТМ ""Чим-Чим"" Васаби, 4,5 гр, пакет, 72 шт/кор, Корея, шт","Чипсы Нори ""Васаби"", 4,5 гр. (72 шт)"
"Чипсы из водорослей ТМ ""Чим-Чим"" Кунжут, 4,5 гр, пакет, 72 шт/кор, Корея, шт","Чипсы Нори ""Кунжут"", 4,5 гр. (72 шт)"
"Чипсы из водорослей ТМ ""Чим-Чим"" Оригинальные, 4,5 гр, пакет, 72 шт/кор, Корея, шт","Чипсы Нори ""Оригинальные"", 4,5 гр. (72 шт)"
"Заправка для моркови 60гр ""Чим Чим""","Корейская заправка для моркови, 60 гр"
"Заправка для фунчозы 60гр ""Чим Чим""","Корейская заправка для фунчозы, 60 гр"
"Заправка для спаржи  60гр ""Чим-Чим""","Корейская заправка для спаржи, 60 гр"
"Заправка для капусты 60гр ""Чим Чим""","Корейская заправка для капусты, 60 гр"
"Соус для пельменей ""Чим-Чим"", 290 мл./74","Соус для пельменей, 370 г"
"Заправка для Кальмаров  Чим Чим 0,60 г ","Корейская заправка для кальмаров, 60 гр"
"Заправка для Капусты  Чим Чим 0,60 г","Корейская заправка для капусты, 60 гр"
"Заправка для Моркови  Чим Чим 0,60 г","Корейская заправка для моркови, 60 гр"
"Заправка для Огурцов  Чим Чим 0,60 г","Корейская заправка для огурцов, 60 гр"
"Заправка для Фунчозы Чим Чим 0,60 г","Корейская заправка для фунчозы, 60 гр"
"Заправка для Хе из курицы Чим Чим 0,60 г","Корейская заправка для хе из курицы, 60 гр"
"Заправка для Хе из рыбы Чим Чим 0,60 г","Корейская заправка для хе из рыбы, 60 гр"
"Панировочная смесь для Наггетсов, Гурмикс, 240 г, 2 ШОУ-БОКСА","Панировочная смесь для Наггетсов, 240 г (16 шт)"
"Ароматизатор коптильный Жидкий дым Костровок, 330мл, 12 шт/кор, Россия","Жидкий дым Классический 0,33 л."
"Васаби Чим-Чим, 43гр, 10 шт/упак, 4 уп/кор, Китай","Васаби паста, 43 г"
"Водоросли Нори для суши 10 листов ASIA FEST, вакуум/упак, 22,5 гр, 40 шт/кор, Китай","Суши нори 10 листов Asia Fest (40*22,5г)"
"Водоросли Нори для суши 10 листов ЧИМ-ЧИМ PROFESSIONAL, вакуум/упак, 24 гр, 40 шт/2 шоу-бокса, Корея","Суши Нори 10 листов, 24 г"
"Водоросли Нори для суши 5 листов ЧИМ-ЧИМ PROFESSIONAL, вакуум/упак, 12 гр, 40 шт/2 шоу-бокса, Корея","Суши Нори 5 листов, 12 г"
"Заправка корейская Чим-Чим для капусты, 60 гр, 12 шт/уп, 4 уп/кор, Россия","Корейская заправка для капусты, 60 гр"
"Заправка корейская Чим-Чим для моркови острая, 60 гр, 20 шт/кор, Россия","Корейская заправка для острой моркови, 60 гр"
"Заправка корейская Чим-Чим для моркови, 60 гр, пакет, 12 шт/уп, 4 уп/кор, Россия","Корейская заправка для моркови, 60 гр"
"Заправка корейская Чим-Чим для спаржи, 60 гр, 12 шт/уп, 4 уп/кор, Россия","Корейская заправка для спаржи, 60 гр"
"Заправка корейская Чим-Чим для фунчозы, 60 гр, пакет, 12 шт/уп, 4 уп/кор, Россия","Корейская заправка для фунчозы, 60 гр"
"Заправка корейская Чим-Чим для Хе из курицы, 60 гр, 12 шт/уп, 4 уп/кор, Россия","Корейская заправка для хе из курицы, 60 гр"
"Заправка салатная Греческая Гурмикс, 80гр, 10 шт/уп, 4 уп/кор, Россия","Салатная заправка Греческая, 80 г"
"Заправка салатная Цезарь Гурмикс, 80гр, 10 шт/уп, 4 уп/кор, Россия","Салатная заправка Цезарь, 80 г"
"Имбирь маринованный розовый Чим-Чим, 190гр, ст/б, 24 шт/кор, Китай","Имбирь маринованный розовый, 190 г"
"Коврик д/суши бамбуковый Чим-Чим, 24*24, 10 шт/кор, Китай",Бамбуковая Циновка
"Лапша Фунчоза бобовая Чим-Чим, 100гр, 24 шт/кор, Китай","Вермишель ФУНЧОЗА бобовая, 100 гр."
"Лапша Фунчоза бобовая Чим-Чим, 200гр, 18 шт/кор, Китай","Вермишель ФУНЧОЗА бобовая, 200 гр."
"Маринад Для барбекю Костровок, 300гр, пласт.бут, 12 шт/кор, Россия","Маринад для барбекю, 300 г"
"Маринад Для шашлыка Классический Костровок, 300гр, 12 шт/кор, Россия","Маринад для шашл\классический, 300 г"
"Маринад Для шашлыка По-кавказски Костровок, 300гр, 12 шт/кор, Россия","Маринад для шашл\по-кавказски, 300 г"
"Маринад Сливочно-чесночный Костровок, 300гр, 12 шт/кор, Россия","Маринад Сливочно-чесночный, 300 г"
"Маринад Универсальный Костровок, 300гр, 12 шт/кор, Россия","Маринад Универсальный, 300 г"
"Молоко Кокосовое Чим-Чим, 400мл, ж/б, 12 шт/кор, Таиланд","Кокосовое молоко, 400 мл"
"Основа для приготовления Глинтвейна б/алкогольного Костровок, 100гр, 10 шт/уп, 4 уп/кор, Россия","Основа для приготовления Глинтвейна безалкогольного, Костровок, 100 г"
"Основа для приготовления Глинтвейна на белом вине Костровок, 100гр, 10 шт/уп, 4 уп/кор, Россия","Основа для приготовления Глинтвейна на белом вине, Костровок, 100 г"
"Основа для приготовления лимонада Малина-цитрус-вербена, Гурмикс, 150гр, 8 шт/уп, 2 уп/кор","Основа для приготовления Лимонада Малина, цитрус и вербена, 150 г"
"Основа для приготовления лимонада Мандарин-юдзу-каламанси, Гурмикс, 150гр, 8 шт/уп, 2 уп/кор","Основа для приготовления Лимонада Мандарин, юдзу и каламанси, 150 г"
"Основа для согревающего напитка Имбирь, апельсин и корица, Гурмикс, 25мл, 21 шт/уп, 4 уп/кор","Основа для согревающего напитка Имбирь, апельсин и корица, 33 г"
"Основа для согревающего напитка Лимон, имбирь и мед, Гурмикс, 25 мл, 21 шт/уп, 4 уп/кор","Основа для согревающего напитка Лимон, имбирь и мёд, 34 г"
"Основа для согревающего напитка Облепиха, имбирь и мед, Гурмикс, 25 мл, 21 шт/уп, 4 уп/кор","Основа для согревающего напитка Облепиха, имбирь и мёд, 33 г"
"Основа для согревающего напитка Смородина, чабрец и мята, Гурмикс, 25 мл, 21 шт/уп, 6 уп/кор","Основа для согревающего напитка Смородина, чабрец и мята, 32 г"
"Палочки бамбуковые Чим-Чим, 10 шт/упак, 10 уп/кор, Китай",Бамбуковые палочки (5 пар)
"Рис круглозерный шлифованный для суши Чим-Чим, 500гр, 12 шт/кор, Россия","Рис для суши, 500 г"
"Смесь панировочная для приготовления крылышек острых Гурмикс, 240гр, 8 шт/уп, 4 уп/кор","Панировочная смесь для Крылышек острых, 240 г"
"Смесь панировочная для приготовления куриных наггетсов Гурмикс, 240гр, 8 шт/уп, 4 уп/кор","Панировочная смесь для Наггетсов, 240 г"
"Смесь панировочная для приготовления хрустящей курочки Гурмикс, 240гр, 8 шт/уп, 4 уп/кор","Панировочная смесь для Хрустящей курочки, 240 г"
"Соус для запекания курицы гриль с хрустящей корочкой, Гурмикс, Нужен ужин, 50гр, 20 шт/кор","Соус для запекания курочки гриль с хрустящей корочкой, 50 г"
"Соус для запекания курицы с румяной картошечкой, Гурмикс, Нужен ужин, 50гр, 20 шт/кор","Соус для запекания курицы с румяной картошкой, 50 г"
"Соус для запекания овощей гриль, Гурмикс, Нужен ужин, 50гр, пакет, 20 шт/кор, Россия","Соус для запекания овощей гриль, 50 г"
"Соус для мяса Сливочно-чесночный Костровок, 240гр, 12 шт/кор","Соус для мяса Сливочно-чесночный, twist, Костровок, 240 г"
"Соус для приготовления гуляша по-венгерски, Гурмикс, Нужен ужин, 50гр, 20 шт/кор, Россия","Соус для приготовления гуляша по-венгерски, 50 г"
"Соус для приготовления плова с курицей, Гурмикс, Нужен ужин, 50гр, пакет, 20 шт/кор, Россия","Соус для приготовления плова с курицей, 50 г"
"Соус для тушения сациви из курицы в ореховой подливе, Гурмикс, Нужен ужин, 50гр, 20 шт/кор","Соус для тушения сациви из курицы в ореховой подливе, 50 г"
"Соус Кисло-сладкий Чим-Чим, 300гр/250мл, ст/бут, 12 шт/кор, Россия",Соус WOK Кисло-Сладкий 300 гр.
"Соус соевый Чим-Чим, ст/бут, 350 гр/290 мл, 6 шт/кор, Россия","Соевый соус ""Чим-Чим"", 350 гр (290 мл)"
"Соус Терияки для глазировки ЧИМ-ЧИМ PROFESSIONAL, ст/бут, 200 мл, 12 шт/кор, Россия","Соус Терияки, 180 мл"
"Соус Устричный Чим-чим, 206мл, стекл/бут, 12 шт/кор, Россия","Соус Устричный, 180 мл"
"Соус Чили с чесноком Чим-Чим, 210гр/180мл, ст/бут, 12 шт/кор, Россия","Соус Чили с чесноком, 210 г"
"Соус-основа для макарон по итальянски в томатно-базиликовом соусе Гурмикс, 120гр, 40 шт/кор",Соус томатно-базиликовый (макароны по-итальянски)
"Соус-основа для спагетти с креветками в сливочно-чесночном Гурмикс, 120гр, 40 шт/кор, Россия",Соус сливочно-чесночный (спагетти с креветками)
"Чипсы из водорослей Чим-Чим Васаби, 4,5 гр, пакет, 72 шт/кор, Корея","Чипсы Нори ""Васаби"", 4,5 гр. (72 шт)"
"Чипсы из водорослей Чим-Чим Кунжут, 4,5 гр, пакет, 72 шт/кор, Корея","Чипсы Нори ""Кунжут"", 4,5 гр. (72 шт)"
"Чипсы из водорослей Чим-Чим Оригинальные, 4,5 гр, пакет, 72 шт/кор, Корея","Чипсы Нори ""Оригинальные"", 4,5 гр. (72 шт)"
"Заправка корейская Чим-Чим для кальмаров, 60 гр, 12 шт/уп, 4 уп/кор, Россия","Корейская заправка для кальмаров, 60 гр"
"Заправка корейская Чим-Чим для огурцов, 60 гр, 12 шт/уп, 4 уп/кор, Россия","Корейская заправка для огурцов, 60 гр"
"Заправка корейская Чим-Чим для Хе из рыбы, 60 гр, 12 шт/уп, 4 уп/кор, Россия","Корейская заправка для хе из рыбы, 60 гр"
"Заправка салатная Бальзамик Гурмикс, 80гр, 10 шт/уп, 4 уп/кор, Россия","Салатная заправка Бальзамик, 80 г"
"Лапша Фунчоза Бататная Чим-Чим, 200гр, 12 шт/кор","Фунчоза бататная, 200 гр."
"Маринад Для курицы Костровок, 300гр, 12 шт/кор, Россия","Маринад для курицы, 300 г"
"Масло Кунжутное нерафинированное Чим-Чим, 105мл, стекл.бут, 12 шт/уп, Китай","Масло Кунжутное, 105 мл."
"Соус для мяса Брусничный Костровок, 285гр/250мл, ст/бут, 12 шт/кор, Россия",Соус для мяса Брусничный 285 гр (250 мл)
